Index,comments
1475,"@Embrace Masculinity Exactly.  ""People of color"" say all white people are racist the day they are born and we should feel guilty about our skin collor. Then they say black people cant be racist.  to defend themselves.  Joe biden is about to sign orders to pay blacks reparations from only the white americans pocket."
1476,We need more Asain in the NFL and Mexicans in the NBA.
1477,@Embrace Masculinity sadly true
1478,Because it’s considered ok to be sexist towards men and racist towards whites nowadays
1479,Level the playing field for white and latina players.
1480,Come on! We can do better
1481,@Lovely Leen Nice strawman 
1482,@Lovely Leen which noodles there's plenty of instant ramen companies
1483,"A lot of popular foods has aborted baby cells in them like Nestlé, Pepsi company, Kraft/Cadberry, the companies of Lays chips, Ruffles, Instant Noodles and plenty more. How's that for not spending money on big corporations?? "
1484,At this point I literally can’t buy anything from big corporations because they are all propaganda warehouses.
1485,034 I recognized my old high school right away.
1486,"I came for the like to dislike ratio & comments. Can't say I'm unimpressed, as I am indeed impressed"
1487,Yeah I’d rather watch legit anything else then watching them Lazily walk up and down the court to do nothing
1488,Aren’t black women the best athletes across most sports though?
1489,Every major accomplishment those women make have already been done my men whats the big deal with women sports anyway.
1490,Them chineses make damn good shoes
1491,"They can make things appear from nothing?! So you’re claiming to be God then? I’m all for equality amongst all people, but not equality with God. This is just nonsense."
1492,"""NIKE we own people, like actual slaves"""
1493,"Sports, athletes are idolized. Bread and Circuses"
1494,How about the moms and dads that have to work in your sweatshops? Smh when you gonna focus on real problems
1495,The 1000+ people that liked this have probably said they would fight against slavery if they were alive for it.  But are doing exactly the opposite right now 
1496,Virtue signal to the max
1497,"It's really strange to read an ad saying, ""level the playing field for black women"" while clips of competing basketball teams composed of entirely black women play in the background. There's no problem with the teams, it just becomes a bit nonsensical when reading the headline of the video."
1498,But we are progressive can you see?
1499,Nike maybe put some of the millions of dollars you got of one pair of shoes into making a better place for people to work.
1500,"I'm pretty sure top athletes get all the recognition, no matter the race, gender, religion, etc. Especially tennis, where women get paid the same as men, yet they don't have to play as long of a match as men in the grand slams."
1501,Month number two?   We’re in March!
1502,@ACE CLOP no non binary people are the gender they where born with
1503,"@Glo I agree trans men are men, trans women are women and non binary people aren't either"
1504,@ACE CLOP Stop the Cap Men are Men women are women nothing will ever change that
1505,"Lmao ""how dare they make 1 commercial celebrating blk women immediately after blk history month, now back to my all white commercials"""
1506,@Bill Kekler I'm pretty sure this is advanced biology we're talking about but studies show that trans people have brains that are closer to the gender they identify as
1507,"@ACE CLOP I took biology class in high school and know historically they are the same thing. I have not seen a single shred of real science that supports trans people, but I have seen more than enough to disprove them. I will not bend the knee to liberal social engineering and propaganda."
1508,@Bill Kekler I think you're thinking of &quot; Sex &quot;With gender it's largely social and science actually supports trans people )
1509,@ACE CLOP No they are not. When your bones are dug up they either address you as a male or female. That is determined by your chromosomes. You can't change that or be anything else. Just follow the science.
1510,Black history is all year but mostly in February but it’s all year so you mad and it’s womens month but it doesn’t even matter so shut up
1511,"@Bill Kekler They are, I think it's also good that they're addressing homophobia and transphobia in the African American community because it's a serious problem that no one talks about"
1512,@ACE CLOP Trans women are not women. 032
1513,I think March is actually women's history Month )
1514,So what?
1515,"it looks like those empty seats might be filling up soon so people can watch that whole"" equality"" act unfold nicely..."
1516,I can just for the comments..... and I'm very satisfied 
1517,1st track runner no woman no cry!!!
1518,I want to be a black women now
1519,Greetings dear one. At last there is  truth. Namaste' my sister.
1520,That’s video was super cool 
1521,That’s way to many WNBA “highlights” 
1522,How about you call out the CCP. Don't pretend you don't know about it.
1523,"Why was Simone Biles LEFT OUT ??? Since she was LEFT OUT, she'll LEAVE NIKE and sign up with ATHLETA. Congratulations Simone Biles and Athleta !!!!"
1524,Certainly no child abuse going on here.  Move along
1525,WNBA is not a sport 
1526,I see my sorors!
1527,This ain’t it chief
1528,Chinese Sweat Shops make the best work out apparel!
1529,Black History month already ended
1530,"@linearbrkdwn bro cool story bro, where you there or anyone you know there? Whites aren't the only colonist in our history right? Whites are among 1st to abolish slavery while Africa still has hundreds of THOUSANDS of slaves TODAY! Where is their voice? Oh, you're to busy holding grudges from 200 years ago...."
1531,@Jason Johnson and u should see what the whites did with Paradise after they did that to the Indigenous...
