,Index,comments,location,dislikes,likes
1359,1359,why?,chennai,12,13
1360,1360,Nike never give asian people credit for anything.,bangalore,82,26
1361,1361,"@# cooliki do some research before you speak. Because right now, you are in a place of pure ignorance",mumbai,65,87
1362,1362,@Sleepy Who tf uses coloreds to describe black people in 2021?,kolkata,9,78
1363,1363,"@bo gard ""Black people"", they are so important to you that you abbreviate their race as if they are a product....how progressive of you.",mumbai,42,27
1364,1364,@# cooliki Nobody even watches the WNBA,kolkata,23,99
1365,1365,"@Interdimensional Fox who tf told you that? That's not what i call ""facts"".",chennai,77,14
1366,1366,@Yasa is here Black women can't beat a 12 year old white boy. Facts.,chennai,59,23
1367,1367,"@Sleepy that i agree on, black people are always used for marketting and its worse for the asian people making the products",delhi,20,57
1368,1368,"@Sleepy Good point, actually. The democrats are only digging colored people into a bigger hole that they can’t get out of so that they continue to vote for them for more free stuff.",delhi,12,80
1369,1369,@bo gard wtf are you talking about? There are tons of black people in the NBA because a lot of black people like basketball,chennai,79,41
1370,1370,"I mean money is their main motive, they’re doing this to seem politically correct.",bangalore,67,75
1371,1371,@Wardo Church Fan lmao you think the NBA just drafts anyone that's blk or they draft the best players in the world? I wonder why Luka Doncic got drafted then?,bangalore,14,23
1372,1372,I don’t understand how Asians can support the democrats at this point. Like liberals pretty much hate Asians just as much as they hate whites.,bangalore,77,60
1373,1373,"@Mason the fisherman Augustine why don't you leave and go back to wherever you're from? Blk ppl have been here since the beginning, the first person to die for America was a blk man, Crispus Attucks",chennai,18,71
1374,1374,"@# cooliki That is not true. I can tell you that black women ARE GREAT at sports that is why they DOMINATE! Do you know how hard they had to work just to get credit for doing 2 times what other white athletes did? They don't get free credit, and these are just facts!",chennai,16,72
1375,1375,@bo gard black people tons of praise. Just look at the NBA,bangalore,25,14
1376,1376,@bo gard then leave American if it’s so bad,kolkata,50,81
1377,1377,"They didn't give blacks credit for anything either, Until they started winning in the Olympics, and other elite level athletic sporting events.",chennai,0,24
1378,1378,Because you're white.,delhi,87,87
1379,1379,Even when they work tirelessly to make their shoes and shirts,bangalore,35,37
1380,1380,what do you plan on doing about it give representation to your own people fight for more diversity,chennai,15,32
1381,1381,Because people from china are making those LeBron shoes getting payed 10 cents an hour,mumbai,14,93
1382,1382,Nike wants to empower black womenAlso Nike executives   ,bangalore,61,77
1383,1383,"My oh my, it’s some bitter folks in these comments! Why don’t you all save that energy and quit being so petty. The ad was absolutely amazing and true!!!",bangalore,40,64
1384,1384,I wonder how inspirational this is to the Uyghur woman?,delhi,17,57
1385,1385,Man then Muslim women must be so proud,delhi,20,11
1386,1386,"“Level the playing field for black women.”What, you mean like affirmative action?",bangalore,38,20
1387,1387,Don’t black women already do a lot of sports? I don’t see any problem here besides the fact that this ad is creating a wider gap between races.You are LITERALLY showing people playing sports and having fun. Why do you have to bring history up??,delhi,5,6
1388,1388,"Exactly.  ""People of color"" say all white people are racist the day they are born and we should feel guilty about our skin collor. Then they say black people cant be racist.  to defend themselves.  Joe biden is about to sign orders to pay blacks reparations from only the white americans pocket.",mumbai,30,11
1389,1389,"You might try something new. Like completing a sentence. We play FOR real. Yeah, it’s tricky.",chennai,39,43
1390,1390,You guys still pay your workers in China Penny an hour?,delhi,26,11
1391,1391,"@Scorpius Jones  it is, it so high in fact that I can see all the land can offer. Walmart just sells suicided prevention nets, Nike actively puts them around their factories in Asia because they pay them so little. Ill grant you neither is a good thing, but what you said isn't equivocal. Also, I don't shop at Wal-Mart",kolkata,81,46
1392,1392,"@Mikey MGTOW I know but most products are, if it’s clothes, shoes, technology, etc its most likely made in China. Most items found at Walmart are from China. That’s where the U.S gets a lot of things so don’t only blame Nike, you can’t be the one talking if you buy the products as well.",mumbai,70,66
1393,1393,@KidKashi Not everything was made in China tard.,delhi,24,3
1394,1394,"You still shop at Walmart, right? Nice high horse you got there.",delhi,86,36
1395,1395,"Don't be silly, it's a penny a day.",kolkata,60,28
1396,1396,@Zeusthe_kingg Well I’m sure the some parts came from China too. But if not your device then something in your house is.,kolkata,90,29
1397,1397,The device you typed this on was made in the exact same way and from the exact same place. And I’m sure many other things you own do too.,mumbai,31,95
1398,1398,"This day and age, workers are lucky to not get harvested for slacking.Nike &quot;I'll allow you live and continue being my slave as payment from now on&quot;",delhi,35,91
1399,1399,This is why I buy Under Armour,mumbai,94,80
1400,1400,Yu actually wear dat!? ,mumbai,46,0
1401,1401,It needs to be leveled for them ,bangalore,79,25
1402,1402,i almost liked until i remembered the sweat shops with children.,bangalore,57,61
1403,1403,I actually watched a google commercial on my tv about women’s day and they were showing Sally Ride as the first woman in space but in reality Sally Ride was only the first American woman in space. The actual first woman in space was Soviet cosmonaut Valentina Tereshkova who flew to space 20 years before Sally Ride. That really made me confused about googles knowledge of history.,chennai,28,42
1404,1404,“Level the playing field” by now allowing men to play against women. Murica.,bangalore,93,50
1405,1405,"EVERYBODY WALKING ON 2 FEET IS CONSIDERED MY BROTHER OR SISTER. Don’t let these companies divide us citizens apart. That’s what they’re trying to do. If you’re alive today, You’re worthy. Not because your skin tone, but because you are here, alive, and full of love, life, laughter, hate, sadness and anger. They can’t bring us down if we act as one.",chennai,0,37
1406,1406,When corporations fund your “revolutionary” movement it’s not revolutionary.,mumbai,95,15
1407,1407,"If they weren’t so obsessed with past slavery, they might have to contend with present slavery. But they’d rather not, because this way they can pretend to be morally superior without ever actually doing *anything at all*.",kolkata,14,49
1408,1408,I wouldn’t be caught dead in anything Nike.,delhi,81,17
1409,1409,You know by consistently trying to shove this crap down peoples throats... is just gonna make them reject it even more?,mumbai,48,33
1410,1410,The kids working at your sweatshops give you their blood sweat and tears too.,kolkata,37,68
1411,1411,Hypocritical and narcissistic SHOE company sells over priced low quality products,chennai,31,77
1412,1412,Happy Irish-American History month!,mumbai,49,80
1413,1413,Y’all go I’m so proud of who I am even though I’m a black young men I understand that without women we wouldn’t be anything we’re dependent of eachother,delhi,50,26
1414,1414,"Honestly, completely agree with the message, but I don't like how they want me to accept that a woman smashing a tennis racket into the ground can be acceptable. It is disrespectful to the game and both men and women suffer the same consequences for it.",mumbai,97,16
1415,1415,"&quot;It's not magic, it's organic&quot;*wears make up, eye lash stuff, hide realism, pretty much exist as not organic",delhi,41,76
1416,1416,Any of these woke sports is not for me my brain is based in reality not stupidity,mumbai,16,76
1417,1417,@Godwin Ejacha What’s up with left wingers and assuming we watch Fox News? Nobody watches that,mumbai,3,31
1418,1418,@Godwin Ejacha I have also lost hope in humanity because the phony news is trying to drive a wedge between whites and blacks.,mumbai,65,74
1419,1419,@Godwin Ejacha has nothing to do with being good at sports and everything about being out of step with the rest of the world and reality,kolkata,37,4
1420,1420, #iSERGthat #BlackGirlMagic is REAL,delhi,19,12
1421,1421,@Stratejic #Periodt ,bangalore,7,88
1422,1422,“We can make something appear out of absolutely nothing” - exactly. “Racism.”,kolkata,38,75
1423,1423,30 seconds and my comment on Asian slavery was deleted.,kolkata,25,36
1424,1424,You already know Nike is the King of virtue signaling,kolkata,28,39
1425,1425,@Mike Smith yeah what they are doing is sick and they need help,bangalore,35,26
1426,1426,@J. O. Nike products are produced in dangerous environments under inhuman conditions. Mostly in Asian countries. Nike refuses to sign the Bangladesh Fire and Safety agreement.  NIKE should never be celebrated nor should any person who wears it's products.  Including these hypocritical women.,mumbai,6,57
1427,1427,"Mind me asking, why you would post something about Asian Slavery on a post celebrating Black Women?Admittedly, I didn't see your post but what does that topic have to do with this video? <a href=""http//www.youtube.com/results?search_query=%23genuinequestion"">#GenuineQuestion</a>",delhi,82,1
